birthYear,birthDate,deathYear,deathCause_label,profession
{1911-01-01T00:00:00+02:00|1913-01-01T00:00:00+02:00},1913-01-01T00:00:00+02:00,{1973-01-01T00:00:00+02:00|1975-01-01T00:00:00+02:00},Pancreatic cancer,Ğainter writer
1913-01-01T00:00:00+02:00,1913-01-19,2001-01-01T00:00:00+02:00,Stroke,American actor
1913-01-01T00:00:00+02:00,1913-03-29,1985-01-01T00:00:00+02:00,cardiovascular_problems,American actor and performer
1913-01-01T00:00:00+02:00,1913-09-03,1964-01-01T00:00:00+02:00,Cerebral edema,Actor
1913-01-01T00:00:00+02:00,1913-05-25,1965-01-01T00:00:00+02:00,Testicular cancer,English broadcaster
1913-01-01T00:00:00+02:00,1913-08-13,1965-01-01T00:00:00+02:00,Cerebral hemorrhage,Actress
1913-01-01T00:00:00+02:00,1913-10-18,1993-01-01T00:00:00+02:00,Cancer,American actress
1913-01-01T00:00:00+02:00,1913-01-01,1988-01-01T00:00:00+02:00,Heart failure,American bishop
1913-01-01T00:00:00+02:00,1913-07-13,1982-01-01T00:00:00+02:00,Suicide methods,Television journalist
1913-01-01T00:00:00+02:00,1913-02-25,1988-01-01T00:00:00+02:00,cardiovascular_problems,German actor
1913-01-01T00:00:00+02:00,1913-06-29,1983-01-01T00:00:00+02:00,Cancer,American businessman
1913-01-01T00:00:00+02:00,1913-02-08,1973-01-01T00:00:00+02:00,Cerebral hemorrhage,American actor
1913-01-01T00:00:00+02:00,1913-07-08,1971-01-01T00:00:00+02:00,Septic shock,American voice actor
1913-01-01T00:00:00+02:00,1913-11-02,1994-01-01T00:00:00+02:00,cardiovascular_problems,American actor
1913-01-01T00:00:00+02:00,1913-01-29,1999-01-01T00:00:00+02:00,Leukemia,Actor
1913-01-01T00:00:00+02:00,1913-11-25,1993-01-01T00:00:00+02:00,Waldenström's macroglobulinemia,American writer
1913-01-01T00:00:00+02:00,1913-03-15,1999-01-01T00:00:00+02:00,Circulatory system,Dutch actor
1913-01-01T00:00:00+02:00,1913-09-19,1970-01-01T00:00:00+02:00,Esophageal cancer,Actor
1913-01-01T00:00:00+02:00,1913-07-18,1985-01-01T00:00:00+02:00,cardiovascular_problems,Actor
1913-01-01T00:00:00+02:00,1913-12-01,1990-01-01T00:00:00+02:00,Colorectal cancer,Actress
1913-01-01T00:00:00+02:00,1913-08-10,1994-01-01T00:00:00+02:00,Thrombus,actor
1913-01-01T00:00:00+02:00,1913-05-04,2009-01-01T00:00:00+02:00,natural_death,Japanese actor
1913-01-01T00:00:00+02:00,1913-11-24,1990-01-01T00:00:00+02:00,cardiovascular_problems,Actor
1913-01-01T00:00:00+02:00,1913-06-14,1974-01-01T00:00:00+02:00,Head and neck cancer,Danish actor
1914-01-01T00:00:00+02:00,1914-11-11,2008-01-01T00:00:00+02:00,Pneumonia,American scholar of politics in the Middle East
1914-01-01T00:00:00+02:00,1914-09-26,{2010-01-01T00:00:00+02:00|2011-01-01T00:00:00+02:00},Pneumonia,American author fitness trainer and businessman
1914-01-01T00:00:00+02:00,1914-10-02,1952-01-01T00:00:00+02:00,Blast injury,American rocket scientist
1914-01-01T00:00:00+02:00,1914-10-26,1984-01-01T00:00:00+02:00,Cardiac arrest,American actor
1914-01-01T00:00:00+02:00,1914-03-22,2005-01-01T00:00:00+02:00,Arteriosclerosis,American medical researcher
1914-01-01T00:00:00+02:00,1914-02-06,2005-01-01T00:00:00+02:00,Prostate cancer,American actor and singer
1914-01-01T00:00:00+02:00,1914-07-17,1984-01-01T00:00:00+02:00,Cancer,American actress
1914-01-01T00:00:00+02:00,1914-03-19,1968-01-01T00:00:00+02:00,Hepatitis,American actor
1914-01-01T00:00:00+02:00,1914-04-24,1969-01-01T00:00:00+02:00,Cancer,Film stage and television actress
1914-01-01T00:00:00+02:00,1914-10-11,1970-01-01T00:00:00+02:00,Cirrhosis,Actor
1914-01-01T00:00:00+02:00,1914-05-05,1958-01-01T00:00:00+02:00,cardiovascular_problems,Actor
1914-01-01T00:00:00+02:00,1914-08-08,1948-01-01T00:00:00+02:00,Meningitis,British socialite fascist
1914-01-01T00:00:00+02:00,1914-03-05,1998-01-01T00:00:00+02:00,natural_death,German actor
1914-01-01T00:00:00+02:00,1914-05-29,2003-01-01T00:00:00+02:00,Heart failure,American actor
1914-01-01T00:00:00+02:00,1914-11-11,2001-01-01T00:00:00+02:00,Parkinson's disease,American lawyer
1914-01-01T00:00:00+02:00,1914-10-24,2012-01-01T00:00:00+02:00,Cardiac arrest,Indian commander
1914-01-01T00:00:00+02:00,1914-10-30,1997-01-01T00:00:00+02:00,Stroke,American poet publisher
1914-01-01T00:00:00+02:00,1914-06-20,2001-01-01T00:00:00+02:00,Cancer,American philanthropist and racehorse owner
1914-01-01T00:00:00+02:00,1914-10-09,1985-01-01T00:00:00+02:00,cardiovascular_problems,American actor
1914-01-01T00:00:00+02:00,1914-10-19,2014-01-01T00:00:00+02:00,natural_death,Actress
1914-01-01T00:00:00+02:00,{1914-04-15|1914-04-25},1965-01-01T00:00:00+02:00,cardiovascular_problems,American screenwriter and political activist
1914-01-01T00:00:00+02:00,1914-08-05,2002-01-01T00:00:00+02:00,Stroke,American actor
1914-01-01T00:00:00+02:00,1914-11-02,2001-01-01T00:00:00+02:00,Lupus erythematosus,American actor
1914-01-01T00:00:00+02:00,1914-02-22,2012-01-01T00:00:00+02:00,natural_death,Italian virologist
1914-01-01T00:00:00+02:00,1914-04-02,2000-01-01T00:00:00+02:00,Liver cancer,English actor
1914-01-01T00:00:00+02:00,1914-07-29,1960-01-01T00:00:00+02:00,Suicide,British actor
1914-01-01T00:00:00+02:00,1914-08-31,1984-01-01T00:00:00+02:00,Stroke,Actor
1914-01-01T00:00:00+02:00,1914-01-30,1995-01-01T00:00:00+02:00,Lung cancer,American actor
1914-01-01T00:00:00+02:00,1914-06-11,1968-01-01T00:00:00+02:00,cardiovascular_problems,American radio film and television character actor
1914-01-01T00:00:00+02:00,1914-04-20,1999-01-01T00:00:00+02:00,Stroke,American actor
1914-01-01T00:00:00+02:00,1914-01-01T00:00:00+02:00,1941-01-01T00:00:00+02:00,The Holocaust,Croatian communist poet and writer
1914-01-01T00:00:00+02:00,1914-07-06,1984-01-01T00:00:00+02:00,Pancreatic cancer,Professional wrestling promoter
1914-01-01T00:00:00+02:00,1914-07-24,1970-01-01T00:00:00+02:00,Electrocution,Actor
1914-01-01T00:00:00+02:00,1914-10-25,1976-01-01T00:00:00+02:00,Acute kidney injury,American actor
1914-01-01T00:00:00+02:00,1914-09-14,1999-01-01T00:00:00+02:00,cardiovascular_problems,Actor
1914-01-01T00:00:00+02:00,1914-04-26,2000-01-01T00:00:00+02:00,Cancer,American businessman and racehorse owner
{1914-01-01T00:00:00+02:00|1917-01-01T00:00:00+02:00},{1914-02-01|1917-02-01},2012-01-01T00:00:00+02:00,Respiratory disease,Indian actor
1914-01-01T00:00:00+02:00,1914-02-17,1959-01-01T00:00:00+02:00,cardiovascular_problems,American actor and World War II flying ace
1914-01-01T00:00:00+02:00,1914-08-08,1987-01-01T00:00:00+02:00,cardiovascular_problems,cardiac surgeon
1914-01-01T00:00:00+02:00,1914-11-06,2002-01-01T00:00:00+02:00,Cardiovascular disease,American actor
1914-01-01T00:00:00+02:00,1914-10-13,1994-01-01T00:00:00+02:00,Cancer,Catholic bishop
1915-01-01T00:00:00+02:00,1915-09-22,1972-01-01T00:00:00+02:00,cardiovascular_problems,British actor
1915-01-01T00:00:00+02:00,1915-01-01T00:00:00+02:00,1942-01-01T00:00:00+02:00,The Holocaust,Yugoslav art collector
1915-01-01T00:00:00+02:00,1915-09-24,2013-01-01T00:00:00+02:00,natural_death,French actress
1915-01-01T00:00:00+02:00,1915-06-11,1997-01-01T00:00:00+02:00,Renal failure,Hungarian-American socialite and television personality
1915-01-01T00:00:00+02:00,1915-02-28,1977-01-01T00:00:00+02:00,Aortic aneurysm,actor
1915-01-01T00:00:00+02:00,1915-10-30,1998-01-01T00:00:00+02:00,Stroke,President of CBS News
1915-01-01T00:00:00+02:00,1915-01-30,1934-01-01T00:00:00+02:00,Traffic collision,Actress
1915-01-01T00:00:00+02:00,1915-09-14,1973-01-01T00:00:00+02:00,Cancer,American actor
1915-01-01T00:00:00+02:00,1915-11-01,1998-01-01T00:00:00+02:00,Cancer,British actor
1915-01-01T00:00:00+02:00,1915-11-02,{2005-01-01T00:00:00+02:00|2015-01-01T00:00:00+02:00},cardiovascular_problems,American film producer and businessman
1915-01-01T00:00:00+02:00,{1915-01-01T00:00:00+02:00|1915-08-20},1997-01-01T00:00:00+02:00,Cancer,German actor
1915-01-01T00:00:00+02:00,1915-02-27,1985-01-01T00:00:00+02:00,cardiovascular_problems,American businessman
1915-01-01T00:00:00+02:00,1915-04-10,2011-01-01T00:00:00+02:00,Pneumonia,American actor
1915-01-01T00:00:00+02:00,1915-03-04,2013-01-01T00:00:00+02:00,Pneumonia,Hungarian alleged Nazi criminal
1915-01-01T00:00:00+02:00,1915-03-02,2006-01-01T00:00:00+02:00,Hepatocellular carcinoma,American businessman
1915-01-01T00:00:00+02:00,1915-02-21,1960-01-01T00:00:00+02:00,cardiovascular_problems,American actor
1915-01-01T00:00:00+02:00,1915-08-23,1993-01-01T00:00:00+02:00,Cancer,American actor
1915-01-01T00:00:00+02:00,1915-08-29,2002-01-01T00:00:00+02:00,Stabbing,Film actor
1915-01-01T00:00:00+02:00,1915-09-10,1985-01-01T00:00:00+02:00,Alzheimer's disease,Actor
1915-01-01T00:00:00+02:00,1915-11-23,1992-01-01T00:00:00+02:00,other_respiratory_problems,Actor
1915-01-01T00:00:00+02:00,1915-11-23,1992-01-01T00:00:00+02:00,other_respiratory_problems,Actor
1915-01-01T00:00:00+02:00,1915-07-25,1944-01-01T00:00:00+02:00,English Channel,American World War II pilot and Navy Cross recipient
1915-01-01T00:00:00+02:00,1915-04-18,1960-01-01T00:00:00+02:00,Bone tumor,American poet
1915-01-01T00:00:00+02:00,1915-07-18,2001-01-01T00:00:00+02:00,Respiratory disease,Mexican drug lord
1915-01-01T00:00:00+02:00,1915-07-05,1978-01-01T00:00:00+02:00,Lung cancer,Editor socialite
1915-01-01T00:00:00+02:00,1915-01-09,1970-01-01T00:00:00+02:00,Cerebral hemorrhage,Actress
1915-01-01T00:00:00+02:00,1915-05-01,2007-01-01T00:00:00+02:00,cardiovascular_problems,American animator
1915-01-01T00:00:00+02:00,1915-05-06,1985-01-01T00:00:00+02:00,cardiovascular_problems,Broadcaster director actor
1915-01-01T00:00:00+02:00,1915-06-19,1994-01-01T00:00:00+02:00,Renal failure,American actor
1915-01-01T00:00:00+02:00,1915-02-11,1995-01-01T00:00:00+02:00,natural_death,American actor
1915-01-01T00:00:00+02:00,1915-12-02,2000-01-01T00:00:00+02:00,Stroke,American businessman
1915-01-01T00:00:00+02:00,1915-04-14,1951-01-01T00:00:00+02:00,cardiovascular_problems,Actor
1915-01-01T00:00:00+02:00,1915-05-05,1989-01-01T00:00:00+02:00,Heart failure,English actor
1915-01-01T00:00:00+02:00,1915-10-15,2002-01-01T00:00:00+02:00,cardiovascular_problems,American businessman/race horse owner
1915-01-01T00:00:00+02:00,1915-06-17,2012-01-01T00:00:00+02:00,natural_death,American businessman; founder chairman and CEO of Cubic Corporation; college baseball basketball football and track athlete; also played early semi-professional football for the Richmond Arrows
1915-01-01T00:00:00+02:00,1915-10-14,1949-01-01T00:00:00+02:00,Pneumonia,British actor
1915-01-01T00:00:00+02:00,1915-05-05,1998-01-01T00:00:00+02:00,Stomach cancer,Actor
1915-01-01T00:00:00+02:00,1915-02-01,2014-01-01T00:00:00+02:00,natural_death,American actress and painter
1915-01-01T00:00:00+02:00,{1915-02-21|1915-06-07},1979-01-01T00:00:00+02:00,cardiovascular_problems,American sportswriter
1915-01-01T00:00:00+02:00,1915-10-31,1984-01-01T00:00:00+02:00,cardiovascular_problems,British actor
1915-01-01T00:00:00+02:00,1915-02-12,1987-01-01T00:00:00+02:00,Pneumonia,Canadian actor and musician
1915-01-01T00:00:00+02:00,1915-12-27,1973-01-01T00:00:00+02:00,Cancer,American film actress
1915-01-01T00:00:00+02:00,1915-08-29,1985-01-01T00:00:00+02:00,Suicide,American nutritionist
1915-01-01T00:00:00+02:00,1915-11-05,2008-01-01T00:00:00+02:00,Pneumonia,American physicist
1915-01-01T00:00:00+02:00,1915-10-30,1998-01-01T00:00:00+02:00,other_respiratory_problems,American actor
1915-01-01T00:00:00+02:00,1915-10-22,1980-01-01T00:00:00+02:00,cardiovascular_problems,Actor
1915-01-01T00:00:00+02:00,1915-10-21,2008-01-01T00:00:00+02:00,natural_death,Costume Designer
1915-01-01T00:00:00+02:00,1915-12-27,2001-01-01T00:00:00+02:00,Parkinson's disease,American sexuality researcher
1915-01-01T00:00:00+02:00,1915-04-16,2010-01-01T00:00:00+02:00,Pancreatic cancer,Comedy writer
1915-01-01T00:00:00+02:00,1915-12-13,1982-01-01T00:00:00+02:00,cardiovascular_problems,Film stage and TV actor
1916-01-01T00:00:00+02:00,1916-10-16,2007-01-01T00:00:00+02:00,Cancer,Texas oilman; 1964 Republican gubernatorial nominee
1916-01-01T00:00:00+02:00,1916-02-26,1987-01-01T00:00:00+02:00,Colorectal cancer,comedian actor and musician
1916-01-01T00:00:00+02:00,1916-03-19,2000-01-01T00:00:00+02:00,natural_death,British actor
1916-01-01T00:00:00+02:00,1916-12-25,2001-01-01T00:00:00+02:00,cardiovascular_problems,Film actor
1916-01-01T00:00:00+02:00,1916-04-04,2010-01-01T00:00:00+02:00,Renal failure,American businesswoman and journalist
1916-01-01T00:00:00+02:00,1916-03-31,2012-01-01T00:00:00+02:00,natural_death,American actor
1916-01-01T00:00:00+02:00,1916-09-13,1955-01-01T00:00:00+02:00,Cancer,Actress
1916-01-01T00:00:00+02:00,1916-01-01T00:00:00+02:00,2008-01-01T00:00:00+02:00,Leukemia,Radio producer
1916-01-01T00:00:00+02:00,1916-04-05,2003-01-01T00:00:00+02:00,Bronchopneumonia,Actor
1916-01-01T00:00:00+02:00,1916-02-28,1977-01-01T00:00:00+02:00,cardiovascular_problems,Journalist
1916-01-01T00:00:00+02:00,1916-10-23,2008-01-01T00:00:00+02:00,Heart failure,American author
1916-01-01T00:00:00+02:00,1916-05-21,1988-01-01T00:00:00+02:00,Amyotrophic lateral sclerosis,Actor comedian and singer
1916-01-01T00:00:00+02:00,1916-06-14,2001-01-01T00:00:00+02:00,Cardiac arrest,Actress
1916-01-01T00:00:00+02:00,1916-11-14,2011-01-01T00:00:00+02:00,natural_death,American television writer and producer
1916-01-01T00:00:00+02:00,1916-06-19,1979-01-01T00:00:00+02:00,cardiovascular_problems,American businessman
1916-01-01T00:00:00+02:00,1916-08-27,1994-01-01T00:00:00+02:00,Cardiovascular disease,American comic actress and singer
1916-01-01T00:00:00+02:00,1916-09-14,1972-01-01T00:00:00+02:00,Brain tumor,American film producer
1916-01-01T00:00:00+02:00,1916-11-07,2002-01-01T00:00:00+02:00,natural_death,Film actor
1916-01-01T00:00:00+02:00,1916-05-24,1972-01-01T00:00:00+02:00,cardiovascular_problems,American actor
1916-01-01T00:00:00+02:00,1916-10-20,1995-01-01T00:00:00+02:00,Heart failure,American writer
1916-01-01T00:00:00+02:00,1916-05-04,2003-01-01T00:00:00+02:00,Stroke,American hermit
1916-01-01T00:00:00+02:00,1916-07-12,2013-01-01T00:00:00+02:00,Pneumonia,American photojournalist
1916-01-01T00:00:00+02:00,1916-11-20,2008-01-01T00:00:00+02:00,cancer,Actress
1916-01-01T00:00:00+02:00,1916-11-20,2008-01-01T00:00:00+02:00,cerebral_problems,Actress
1916-01-01T00:00:00+02:00,1916-09-21,1993-01-01T00:00:00+02:00,Bone tumor,American pharmaceutical entrepreneur philanthropist and Major League Baseball team owner
1916-01-01T00:00:00+02:00,1916-07-28,2010-01-01T00:00:00+02:00,Renal failure,American film and musical-theatre producer
1916-01-01T00:00:00+02:00,1916-04-04,1990-01-01T00:00:00+02:00,cardiovascular_problems,Actor
1916-01-01T00:00:00+02:00,1916-11-16,1988-01-01T00:00:00+02:00,cardiovascular_problems,Voice actor
1916-01-01T00:00:00+02:00,1916-12-18,1973-01-01T00:00:00+02:00,Lung cancer,dancer singer actress
1916-01-01T00:00:00+02:00,1916-08-21,1980-01-01T00:00:00+02:00,Brain tumor,American singer
1916-01-01T00:00:00+02:00,1916-11-15,2008-01-01T00:00:00+02:00,natural_death,Mexican-American animator film director film producer
1916-01-01T00:00:00+02:00,1916-03-06,1986-01-01T00:00:00+02:00,Lung cancer,Actress
1916-01-01T00:00:00+02:00,1916-11-04,2009-01-01T00:00:00+02:00,Cerebrovascular disease,Television journalist
1916-01-01T00:00:00+02:00,1916-04-15,1981-01-01T00:00:00+02:00,cardiovascular_problems,Kennedy Administration staff member
1916-01-01T00:00:00+02:00,1916-02-29,1999-01-01T00:00:00+02:00,Suicide,Founder of U-Haul Company and Amerco Inc.
{1916-01-01T00:00:00+02:00|1920-01-01T00:00:00+02:00},{1916-03-11|1920-03-11},1998-01-01T00:00:00+02:00,Parkinson's disease,German actor
1916-01-01T00:00:00+02:00,1916-06-08,2004-01-01T00:00:00+02:00,Colorectal cancer,British molecular biologist biophysicist neuroscientist; co-discoverer of the structure of DNA
1916-01-01T00:00:00+02:00,1916-05-06,1997-01-01T00:00:00+02:00,Respiratory failure,Voice actress singer
1916-01-01T00:00:00+02:00,1916-06-10,2002-01-01T00:00:00+02:00,Bladder cancer,American businessman
1916-01-01T00:00:00+02:00,1916-07-27,1986-01-01T00:00:00+02:00,Pancreatic cancer,American actor
1916-01-01T00:00:00+02:00,1916-07-02,1991-01-01T00:00:00+02:00,natural_death,American actor
1916-01-01T00:00:00+02:00,1916-10-29,1981-01-01T00:00:00+02:00,Suicide,Film actor
1917-01-01T00:00:00+02:00,1917-08-29,2004-01-01T00:00:00+02:00,natural_death,Actress
1917-01-01T00:00:00+02:00,1917-01-24,2012-01-01T00:00:00+02:00,Renal failure,American actor
1917-01-01T00:00:00+02:00,1917-04-15,1982-01-01T00:00:00+02:00,Cardiovascular disease,Actor
1917-01-01T00:00:00+02:00,1917-12-22,1999-01-01T00:00:00+02:00,Heart failure,TV game show host
1917-01-01T00:00:00+02:00,1917-05-30,1996-01-01T00:00:00+02:00,Cancer,American actor
1917-01-01T00:00:00+02:00,{1917-09-17|1917-09-24},1921-01-01T00:00:00+02:00,Scarlet fever,the first son of Dwight D. Eisenhower and Mamie Eisenhower
1917-01-01T00:00:00+02:00,{1917-05-22|1917-05-23},2011-01-01T00:00:00+02:00,Pneumonia,American actor
1917-01-01T00:00:00+02:00,1917-12-17,1965-01-01T00:00:00+02:00,Schießbefehl,East German political prisoner
1917-01-01T00:00:00+02:00,{1917-03-13|1917-03-30},1994-01-01T00:00:00+02:00,Stroke,actor
1917-01-01T00:00:00+02:00,1917-04-17,1991-01-01T00:00:00+02:00,Breast cancer,Socialite political supporter
1917-01-01T00:00:00+02:00,1917-09-06,1999-01-01T00:00:00+02:00,Pleurisy,American film director
1917-01-01T00:00:00+02:00,1917-10-07,2006-01-01T00:00:00+02:00,other_respiratory_problems,Actress
1917-01-01T00:00:00+02:00,1917-10-07,2006-01-01T00:00:00+02:00,other_respiratory_problems,Actress
1917-01-01T00:00:00+02:00,1917-06-23,1979-01-01T00:00:00+02:00,Lung cancer,US director of television and film
1917-01-01T00:00:00+02:00,1917-09-06,2006-01-01T00:00:00+02:00,Cerebral infarction,Indian physicist
1917-01-01T00:00:00+02:00,1917-06-17,1994-01-01T00:00:00+02:00,Diabetes mellitus,Mexican actor
1917-01-01T00:00:00+02:00,1917-03-16,1983-01-01T00:00:00+02:00,cardiovascular_problems,Indian cricketer and administrator
1917-01-01T00:00:00+02:00,1917-07-17,2012-01-01T00:00:00+02:00,natural_death,American actress
1917-01-01T00:00:00+02:00,1917-06-18,1981-01-01T00:00:00+02:00,Cancer,American actor
1917-01-01T00:00:00+02:00,1917-10-23,1983-01-01T00:00:00+02:00,cardiovascular_problems,American actor
1917-01-01T00:00:00+02:00,1917-08-06,1997-01-01T00:00:00+02:00,Lung cancer,American film actor singer
1917-01-01T00:00:00+02:00,{1917-01-01T00:00:00+02:00|1917-10-17},1991-01-01T00:00:00+02:00,Colorectal cancer,Australian writer
1917-01-01T00:00:00+02:00,1917-06-30,1975-01-01T00:00:00+02:00,Brain tumor,Actress
1917-01-01T00:00:00+02:00,1917-04-01,1997-01-01T00:00:00+02:00,cardiovascular_problems,Television producer
1917-01-01T00:00:00+02:00,1917-03-06,1973-01-01T00:00:00+02:00,cardiovascular_problems,American actor
1917-01-01T00:00:00+02:00,1917-05-07,2000-01-01T00:00:00+02:00,Stroke,Actor
1917-01-01T00:00:00+02:00,1917-03-01,1962-01-01T00:00:00+02:00,Cancer,American actor
1917-01-01T00:00:00+02:00,1917-07-02,1973-01-01T00:00:00+02:00,cardiovascular_problems,American musician producer
1917-01-01T00:00:00+02:00,1917-02-05,1956-01-01T00:00:00+02:00,Killed in action,Algerian politician
1917-01-01T00:00:00+02:00,1917-12-16,2011-01-01T00:00:00+02:00,Cardiac arrest,Pakistani scholar
1917-01-01T00:00:00+02:00,1917-11-04,1992-01-01T00:00:00+02:00,Cancer,British actress
1917-01-01T00:00:00+02:00,{1917-01-03|1917-01-04},1997-01-01T00:00:00+02:00,cardiovascular_problems,American actor
1917-01-01T00:00:00+02:00,1917-10-22,2013-01-01T00:00:00+02:00,natural_death,Actress
1917-01-01T00:00:00+02:00,1917-12-31,1961-01-01T00:00:00+02:00,Diabetes mellitus,Actress dancer
1917-01-01T00:00:00+02:00,1917-10-16,1966-01-01T00:00:00+02:00,Ovarian cancer,Actress
1917-01-01T00:00:00+02:00,1917-10-05,1981-01-01T00:00:00+02:00,Stomach cancer,American game show host
1917-01-01T00:00:00+02:00,1917-11-04,2012-01-01T00:00:00+02:00,other_respiratory_problems,Actor
1917-01-01T00:00:00+02:00,1917-12-22,1976-01-01T00:00:00+02:00,cardiovascular_problems,Actor
1917-01-01T00:00:00+02:00,{1917-11-11|1917-11-17},1969-01-01T00:00:00+02:00,cardiovascular_problems,German actor
1917-01-01T00:00:00+02:00,1917-08-13,1993-01-01T00:00:00+02:00,Diabetes mellitus,American actor
1917-01-01T00:00:00+02:00,1917-04-29,2012-01-01T00:00:00+02:00,cardiovascular_problems,Actress
1917-01-01T00:00:00+02:00,1917-01-05,1966-01-01T00:00:00+02:00,Lung cancer,German opera director
1917-01-01T00:00:00+02:00,1917-10-25,1954-01-01T00:00:00+02:00,Murder,American spy
1917-01-01T00:00:00+02:00,1917-09-15,1951-01-01T00:00:00+02:00,accidents_murder_and_war,Actor
1917-01-01T00:00:00+02:00,1917-07-09,1995-01-01T00:00:00+02:00,cardiovascular_problems,Model actress
1917-01-01T00:00:00+02:00,1917-08-20,2003-01-01T00:00:00+02:00,Old age,Kenneth Hagin is referred to as the Father of the Word of Faith movement.An american preacher who impacted Christians all around the globe.
1917-01-01T00:00:00+02:00,1917-01-13,2004-01-01T00:00:00+02:00,cardiovascular_problems,Malaysian Australian and Singaporean businessman
1918-01-01T00:00:00+02:00,1918-03-20,1984-01-01T00:00:00+02:00,Cardiac arrest,American television host nad producer
1918-01-01T00:00:00+02:00,1918-05-24,1984-01-01T00:00:00+02:00,Cancer,American businessman
1918-01-01T00:00:00+02:00,1918-03-25,1977-01-01T00:00:00+02:00,Cancer,Film actor
1918-01-01T00:00:00+02:00,1918-12-06,2009-01-01T00:00:00+02:00,Prostate cancer,United States federal judge
1918-01-01T00:00:00+02:00,1918-08-07,2007-01-01T00:00:00+02:00,Alzheimer's disease,sociologist professor author
1918-01-01T00:00:00+02:00,1918-06-15,1972-01-01T00:00:00+02:00,Pneumonia,American television producer
1918-01-01T00:00:00+02:00,1918-03-29,1991-01-01T00:00:00+02:00,Liver disease,German opera director
1918-01-01T00:00:00+02:00,1918-01-14,1999-01-01T00:00:00+02:00,pneumonia,Assassin of South African Prime Minister Hendrik Verwoerd
1918-01-01T00:00:00+02:00,1918-01-14,1999-01-01T00:00:00+02:00,cardiovascular_problems,Assassin of South African Prime Minister Hendrik Verwoerd
1918-01-01T00:00:00+02:00,1918-03-01,1973-01-01T00:00:00+02:00,Traffic collision,Character actor
1918-01-01T00:00:00+02:00,1918-07-23,2014-01-01T00:00:00+02:00,natural_death,American actress
1918-01-01T00:00:00+02:00,1918-02-18,1995-01-01T00:00:00+02:00,other_respiratory_problems,American actor
1918-01-01T00:00:00+02:00,1918-07-06,1977-01-01T00:00:00+02:00,Stroke,English film and television actor
1918-01-01T00:00:00+02:00,1918-04-26,1974-01-01T00:00:00+02:00,cardiovascular_problems,American actor
1918-01-01T00:00:00+02:00,1918-07-22,2009-01-01T00:00:00+02:00,Cardiac arrest,American economist
1918-01-01T00:00:00+02:00,1918-10-26,2006-01-01T00:00:00+02:00,Stroke,Swiss IOC member
1918-01-01T00:00:00+02:00,1918-10-23,1978-01-01T00:00:00+02:00,cardiovascular_problems,American actor
1918-01-01T00:00:00+02:00,1918-09-06,1989-01-01T00:00:00+02:00,Suicide,American game show announcer
1918-01-01T00:00:00+02:00,1918-06-17,1978-01-01T00:00:00+02:00,cardiovascular_problems,British actor
1918-01-01T00:00:00+02:00,1918-01-29,2010-01-01T00:00:00+02:00,Pneumonia,Actor
1918-01-01T00:00:00+02:00,1918-01-19,2005-01-01T00:00:00+02:00,Heart failure,American businessman
1918-01-01T00:00:00+02:00,1918-09-24,1997-01-01T00:00:00+02:00,Leukemia,American actor
1918-01-01T00:00:00+02:00,1918-05-16,1978-01-01T00:00:00+02:00,Cancer,American actor
1918-01-01T00:00:00+02:00,1918-10-20,1989-01-01T00:00:00+02:00,AIDS,Actor
1918-01-01T00:00:00+02:00,1918-06-24,2003-01-01T00:00:00+02:00,Heart failure,British actor and producer
1918-01-01T00:00:00+02:00,1918-02-04,2014-01-01T00:00:00+02:00,natural_death,American radio personality
1918-01-01T00:00:00+02:00,1918-05-18,1951-01-01T00:00:00+02:00,Barbiturate,American anthropoloigst
1918-01-01T00:00:00+02:00,1918-08-25,1985-01-01T00:00:00+02:00,Cardiac arrest,Actor
1918-01-01T00:00:00+02:00,1918-10-17,1987-01-01T00:00:00+02:00,Alzheimer's disease,American actress
1918-01-01T00:00:00+02:00,1918-11-11,1997-01-01T00:00:00+02:00,Lung cancer,American actor
{1918-01-01T00:00:00+02:00|1919-01-01T00:00:00+02:00},{1918-03-28|1919-03-28},1967-01-01T00:00:00+02:00,Intracranial aneurysm,Accused of involvement in JFK assassination
1918-01-01T00:00:00+02:00,1918-06-03,2005-01-01T00:00:00+02:00,Multiple organ dysfunction syndrome,American actor and art collector
1918-01-01T00:00:00+02:00,1918-06-13,1996-01-01T00:00:00+02:00,cardiovascular_problems,American actor and horseman
1918-01-01T00:00:00+02:00,1918-01-04,2002-01-01T00:00:00+02:00,natural_death,American composer
1918-01-01T00:00:00+02:00,1918-03-09,1991-01-01T00:00:00+02:00,Cancer,American actor
1918-01-01T00:00:00+02:00,1918-01-26,1996-01-01T00:00:00+02:00,Lung cancer,American actor
1918-01-01T00:00:00+02:00,1918-02-08,2001-01-01T00:00:00+02:00,Cancer,Second Chairman of the New Jersey Casino Control Commission
1918-01-01T00:00:00+02:00,1918-05-21,2007-01-01T00:00:00+02:00,Breast cancer,Actor
1918-01-01T00:00:00+02:00,1918-12-19,2012-01-01T00:00:00+02:00,Lung cancer,American television producer
1918-01-01T00:00:00+02:00,1918-03-12,1967-01-01T00:00:00+02:00,cardiovascular_problems,American actor
1918-01-01T00:00:00+02:00,1918-04-03,2014-01-01T00:00:00+02:00,natural_death,American actress
1918-01-01T00:00:00+02:00,1918-01-06,1994-01-01T00:00:00+02:00,Parkinson's disease,American economist
